,Symbol,2020Q2 Time,2020Q2 Date,2020Q2 Prev Date,2020Q2 Prev Open,2020Q2 Prev High,2020Q2 Prev Low,2020Q2 Prev Close,2020Q2 Earn Date,2020Q2 Earn Open,2020Q2 Earn High,2020Q2 Earn Low,2020Q2 Earn Close,2020Q2 Next Date,2020Q2 Next Open,2020Q2 Next High,2020Q2 Next Low,2020Q2 Next Close,2020Q2 Before Open %Change,2020Q2 After Close %Change
150,DXC,Time Not Supplied,2020-05-21,NaN,NaN,NaN,NaN,NaN,2020-05-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
151,EA,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
152,EBAY,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
153,ECL,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
154,ED,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
155,EFX,TAS,2020-04-20,2020-04-17,124.19000244140625,128.1199951171875,124.19000244140625,127.97000122070312,2020-04-20,126.44000244140625,130.6699981689453,123.41000366210938,125.80999755859375,2020-04-21,126.0,133.55999755859375,122.19000244140625,130.0399932861328,-1.2,0.15
156,EIX,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
157,EL,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
158,EMN,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
159,EMR,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
160,EOG,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
161,EQIX,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
162,EQR,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
163,ES,Time Not Supplied,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
164,ESS,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
165,ETFC,TAS,2020-04-23,2020-04-22,38.709999084472656,39.02000045776367,38.20000076293945,38.630001068115234,2020-04-23,39.02000045776367,39.20000076293945,38.060001373291016,38.220001220703125,2020-04-24,38.650001525878906,38.93000030517578,38.02000045776367,38.65999984741211,1.01,1.13
166,ETN,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
167,ETR,Before Market Open,2020-05-11,NaN,NaN,NaN,NaN,NaN,2020-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
168,EVRG,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
169,EW,TAS,2020-04-23,2020-04-22,219.39999389648438,219.72000122070312,212.4199981689453,216.52000427246094,2020-04-23,218.8300018310547,223.4499969482422,217.07000732421875,221.0399932861328,2020-04-24,235.27999877929688,235.27999877929688,220.4600067138672,223.47999572753906,1.07,6.44
170,EXC,Before Market Open,2020-05-08,NaN,NaN,NaN,NaN,NaN,2020-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
171,EXPD,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
172,EXPE,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
173,EXR,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
174,F,TAS,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
175,FANG,After Market Close,2020-05-04,NaN,NaN,NaN,NaN,NaN,2020-05-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
176,FAST,TAS,2020-04-14,2020-04-13,32.61000061035156,33.41999816894531,31.8700008392334,32.27000045776367,2020-04-14,34.43000030517578,35.16999816894531,32.81999969482422,34.540000915527344,2020-04-15,34.150001525878906,34.810001373291016,33.720001220703125,34.560001373291016,6.69,-1.13
177,FB,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
178,FBHS,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
179,FCX,TAS,2020-04-24,2020-04-23,7.869999885559082,8.130000114440918,7.760000228881836,7.809999942779541,2020-04-24,8.220000267028809,8.619999885559082,8.199999809265137,8.479999542236328,2020-04-25,8.220000267028809,8.619999885559082,8.199999809265137,8.479999542236328,5.25,-3.07
180,FDX,After Market Close,2020-06-23,NaN,NaN,NaN,NaN,NaN,2020-06-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
181,FE,TAS,2020-04-23,2020-04-22,44.06999969482422,44.54999923706055,43.16999816894531,44.220001220703125,2020-04-23,44.45000076293945,44.63999938964844,42.779998779296875,43.029998779296875,2020-04-24,39.9900016784668,43.29999923706055,39.34000015258789,42.31999969482422,0.52,-7.06
182,FFIV,After Market Close,2020-04-27,NaN,NaN,NaN,NaN,NaN,2020-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
183,FIS,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
184,FISV,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
185,FITB,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
186,FLIR,TAS,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
187,FLS,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
188,FLT,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
189,FMC,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
190,FOX,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
191,FOXA,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
192,FRC,TAS,2020-04-14,2020-04-13,97.37999725341797,98.9800033569336,92.4800033569336,93.41000366210938,2020-04-14,97.1500015258789,100.5199966430664,95.5999984741211,99.58999633789062,2020-04-15,95.93000030517578,97.20999908447266,93.19999694824219,94.52999877929688,4.0,-3.68
193,FRT,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
194,FTI,TAS,2020-04-22,2020-04-21,7.670000076293945,7.78000020980835,7.349999904632568,7.53000020980835,2020-04-22,7.909999847412109,8.270000457763672,7.679999828338623,8.260000228881836,2020-04-23,7.570000171661377,8.100000381469727,7.570000171661377,7.710000038146973,5.05,-8.35
195,FTNT,Time Not Supplied,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
196,FTV,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
197,GD,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
198,GE,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
199,GILD,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
200,GIS,Before Market Open,2020-06-24,NaN,NaN,NaN,NaN,NaN,2020-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
201,GL,TAS,2020-04-22,2020-04-21,73.55999755859375,74.75,72.88999938964844,73.51000213623047,2020-04-22,75.66999816894531,75.66999816894531,73.19999694824219,73.22000122070312,2020-04-23,72.88999938964844,77.11000061035156,71.6500015258789,74.86000061035156,2.94,-0.45
202,GLW,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
203,GM,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
204,GOOG,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
205,GOOGL,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
206,GPC,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
207,GPN,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
208,GPS,TAS,2020-05-28,NaN,NaN,NaN,NaN,NaN,2020-05-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
209,GRMN,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
